          # temp (meV) =   25.85203
    0.3182938716E+01    0.1671405804E-03
    0.3182938716E+01    0.1685138694E-03
    0.6081950526E+01    0.4672558875E-03
    0.6304267774E+02    0.2003138141E+00
    0.6304267774E+02    0.2077245443E+00
    0.6307083323E+02    0.2085909950E+00
    0.4291032261E+01    0.4478965977E-03
    0.4291032261E+01    0.4319916122E-03
    0.6278316285E+01    0.3289099736E-03
    0.6292851589E+02    0.1771898152E+00
    0.6292851589E+02    0.1954283278E+00
    0.6313820704E+02    0.1670224094E+00
    0.1060201427E-05    0.0000000000E+00
    0.1121517302E-05    0.0000000000E+00
    0.1175302675E-05    0.0000000000E+00
    0.6319824551E+02    0.2778364267E+00
    0.6319824551E+02    0.2766832174E+00
    0.6319824551E+02    0.2741394980E+00
    0.4707651823E+01    0.2505903430E-03
    0.6007577801E+01    0.9014806110E-03
    0.9514909509E+01    0.1638168214E-02
    0.6270476615E+02    0.1625234288E+00
    0.6284459092E+02    0.1769733052E+00
    0.6288227709E+02    0.1941410167E+00
    0.6284489833E+01    0.8562213954E-03
    0.6585212548E+01    0.1203162436E-02
    0.1091530009E+02    0.1929614971E-02
    0.6252359999E+02    0.1727891081E+00
    0.6253893922E+02    0.1797580814E+00
    0.6291291679E+02    0.1930180833E+00
    0.6058508526E+01    0.6785222339E-03
    0.6058508526E+01    0.6416179063E-03
    0.1201856368E+02    0.3341365256E-02
    0.6261767325E+02    0.1930153129E+00
    0.6261767325E+02    0.2024088932E+00
    0.6267013107E+02    0.1590323132E+00
    0.7103927368E+01    0.6650915470E-03
    0.8518843179E+01    0.2333668303E-02
    0.1451424733E+02    0.4452741226E-02
    0.6217976906E+02    0.1711596050E+00
    0.6235387140E+02    0.1838268277E+00
    0.6239505386E+02    0.1773592636E+00
    0.8496530995E+01    0.1532742754E-02
    0.8704033395E+01    0.2207247038E-02
    0.1624275261E+02    0.7118830226E-02
    0.6193035296E+02    0.1580084002E+00
    0.6194139532E+02    0.1652381757E+00
    0.6237996344E+02    0.1787632956E+00
    0.8388781119E+01    0.1604564228E-02
    0.8388781119E+01    0.1523531327E-02
    0.1769889727E+02    0.1232730447E-01
    0.6195763171E+02    0.1993309259E+00
    0.6203434321E+02    0.1944538633E+00
    0.6203434321E+02    0.1662715959E+00
    0.9244240335E+01    0.1541806158E-02
    0.1039222569E+02    0.3802852533E-02
    0.1972391523E+02    0.1465195622E-01
    0.6145508122E+02    0.1680712736E+00
    0.6160069472E+02    0.1679303173E+00
    0.6181192965E+02    0.1737291275E+00
    0.1029021047E+02    0.3852173306E-02
    0.1042809495E+02    0.2699248978E-02
    0.2145622713E+02    0.1458528089E-01
    0.6107452192E+02    0.1543183724E+00
    0.6129870886E+02    0.1926164498E+00
    0.6170003755E+02    0.1909072627E+00
    0.1006667362E+02    0.2805658815E-02
    0.1006667362E+02    0.2841455108E-02
    0.2306435219E+02    0.1814306496E-01
    0.6091116887E+02    0.1858993191E+00
    0.6143428810E+02    0.1894035625E+00
    0.6143428810E+02    0.1793613316E+00
    0.1082376718E+02    0.2797426625E-02
    0.1167029668E+02    0.4827515459E-02
    0.2477178118E+02    0.2065205328E-01
    0.6023301085E+02    0.1447397729E+00
    0.6106488226E+02    0.1610877785E+00
    0.6122861711E+02    0.1774837114E+00
    0.1133583620E+02    0.4856601136E-02
    0.1183177689E+02    0.3654871711E-02
    0.2642428784E+02    0.3632708419E-01
    0.5981862605E+02    0.1400292312E+00
    0.6076909908E+02    0.1518916351E+00
    0.6112764257E+02    0.1693632535E+00
    0.1114800806E+02    0.4068708335E-02
    0.1114800806E+02    0.3920381146E-02
    0.2809993506E+02    0.3091379084E-01
    0.5955070006E+02    0.1283793640E+00
    0.6093868692E+02    0.1641288137E+00
    0.6093868692E+02    0.1662640284E+00
    0.1183840132E+02    0.3687734052E-02
    0.1248739444E+02    0.6353885859E-02
    0.2956601469E+02    0.4346319781E-01
    0.5873000028E+02    0.1004101462E+00
    0.6067522016E+02    0.1520926555E+00
    0.6075082065E+02    0.1554808035E+00
    0.1200951033E+02    0.6212962910E-02
