# temp (meV) =   25.85203
    0.5778199924E+00    0.0000000000E+00    0.4980372416E-04    0.1563375446E-04    0.6543747863E-04    0.1583907937E-05
    0.5778199924E+00    0.0000000000E+00    0.5534109662E-04    0.1317055921E-04    0.6851165583E-04    0.4356624880E-05
    0.1747417893E+01    0.0000000000E+00    0.4610769018E-03    0.1820472663E-03    0.6431241681E-03    0.5981077138E-05
    0.1367036720E+02    0.9015756044E-02    0.4788788896E-01    0.1575592009E-03    0.5706120421E-01    0.2780829195E-02
    0.1367036720E+02    0.1082030776E-01    0.5560747427E-01    0.3579113431E-03    0.6678569338E-01    0.7546513409E-02
    0.1604065095E+02    0.4243460335E-01    0.2634316160E+00    0.0000000000E+00    0.3058662194E+00    0.5809987176E-02
    0.8836342729E+00    0.0000000000E+00    0.1485384746E-03    0.3596199436E-04    0.1845004690E-03    0.1033531175E-04
    0.8836342729E+00    0.0000000000E+00    0.1568455604E-03    0.3146659585E-04    0.1883121563E-03    0.3280532402E-05
    0.1724000462E+01    0.0000000000E+00    0.4868683613E-03    0.2424557773E-03    0.7293241386E-03    0.2376395325E-04
    0.1370595900E+02    0.8042811253E-02    0.6067984412E-01    0.4652206974E-03    0.6918787607E-01    0.2824894422E-02
    0.1370595900E+02    0.7988996112E-02    0.5359307756E-01    0.2603088249E-03    0.6184238250E-01    0.7500478937E-02
    0.1603093217E+02    0.3941261171E-01    0.2851510376E+00    0.0000000000E+00    0.3245636493E+00    0.1633897933E-02
   -0.3795625645E-06    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
   -0.3060522044E-06    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
   -0.2674513522E-06    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    0.1361704345E+02    0.8278036871E-02    0.5471332072E-01    0.1003126939E-03    0.6309167029E-01    0.7040588542E-02
    0.1361704345E+02    0.8368181605E-02    0.4814638014E-01    0.3007725123E-03    0.5681533425E-01    0.7914997008E-02
    0.1361704345E+02    0.8371093886E-02    0.5290083067E-01    0.9758534896E-03    0.6224777805E-01    0.3885947797E-03
    0.7372374482E+00    0.0000000000E+00    0.1143155060E-03    0.3756731783E-04    0.1518828238E-03    0.3369437492E-05
    0.1467822147E+01    0.0000000000E+00    0.4211025283E-03    0.9207250556E-04    0.5131750339E-03    0.4771831137E-05
    0.2597492166E+01    0.0000000000E+00    0.4071417118E-02    0.7368877912E-03    0.4808304909E-02    0.2708625350E-03
    0.1373961428E+02    0.1019882945E-01    0.5248371708E-01    0.1269649639E-03    0.6280951150E-01    0.8662512070E-03
    0.1379675025E+02    0.1048605946E-01    0.6735468829E-01    0.6402880327E-03    0.7848103578E-01    0.9863109773E-02
    0.1605931500E+02    0.4068321633E-01    0.2642073708E+00    0.0000000000E+00    0.3048905872E+00    0.8313676879E-03
    0.1295049934E+01    0.0000000000E+00    0.4105027290E-03    0.1036396009E-03    0.5141423298E-03    0.2964686955E-05
    0.1342062941E+01    0.0000000000E+00    0.5363868770E-03    0.1087116330E-03    0.6450985100E-03    0.9766000532E-05
    0.3007393175E+01    0.0000000000E+00    0.6243507505E-02    0.9765699233E-03    0.7220077429E-02    0.6582382682E-04
    0.1382786034E+02    0.1004252421E-01    0.6635044660E-01    0.5624736484E-03    0.7695544446E-01    0.4118303328E-02
    0.1384027776E+02    0.1051255293E-01    0.7249918115E-01    0.6498753548E-04    0.8307672161E-01    0.1714781091E-02
    0.1606587581E+02    0.4132509167E-01    0.2641857630E+00    0.0000000000E+00    0.3055108547E+00    0.1650825370E-02
    0.1129942199E+01    0.0000000000E+00    0.3481174740E-03    0.8615059348E-04    0.4342680675E-03    0.1060168990E-04
    0.1129942199E+01    0.0000000000E+00    0.3586911727E-03    0.8961284225E-04    0.4483040150E-03    0.2493730350E-05
    0.3410858966E+01    0.0000000000E+00    0.6541315013E-02    0.1125171817E-02    0.7666486830E-02    0.3630162237E-03
    0.1381879444E+02    0.1072983336E-01    0.7067399836E-01    0.3400246510E-04    0.8143783418E-01    0.9149612105E-02
    0.1381879444E+02    0.1051399911E-01    0.7306392319E-01    0.3840382815E-04    0.8361632613E-01    0.1328184034E-02
    0.1609866285E+02    0.3895093569E-01    0.2698498522E+00    0.0000000000E+00    0.3088007879E+00    0.1052148348E-01
    0.1173050230E+01    0.0000000000E+00    0.4447390659E-03    0.1214266041E-03    0.5661656700E-03    0.4195641812E-05
