          # temp (meV) =   25.85203
    0.5778199924E+00    0.7049277801E-03
    0.5778199924E+00    0.7146565262E-03
    0.1747417893E+01    0.6853071495E-03
    0.1367036720E+02    0.2524711600E+01
    0.1367036720E+02    0.2463380261E+01
    0.1604065095E+02    0.2723855715E-01
    0.8836342729E+00    0.6683017405E-03
    0.8836342729E+00    0.6648920298E-03
    0.1724000462E+01    0.6767439941E-03
    0.1370595900E+02    0.2323231422E+01
    0.1370595900E+02    0.2319936732E+01
    0.1603093217E+02    0.2500953337E-01
   -0.3795625645E-06    0.0000000000E+00
   -0.3060522044E-06    0.0000000000E+00
   -0.2674513522E-06    0.0000000000E+00
    0.1361704345E+02    0.2710235275E+01
    0.1361704345E+02    0.2750186861E+01
    0.1361704345E+02    0.2761492154E+01
    0.7372374482E+00    0.1581297285E-02
    0.1467822147E+01    0.8180786251E-03
    0.2597492166E+01    0.1945218393E-03
    0.1373961428E+02    0.2169564072E+01
    0.1379675025E+02    0.1908287660E+01
    0.1605931500E+02    0.2860964422E-01
    0.1295049934E+01    0.1060153117E-02
    0.1342062941E+01    0.7351221897E-03
    0.3007393175E+01    0.3284742062E-03
    0.1382786034E+02    0.1781286051E+01
    0.1384027776E+02    0.1779611669E+01
    0.1606587581E+02    0.2767258110E-01
    0.1129942199E+01    0.8844557403E-03
    0.1129942199E+01    0.8800527088E-03
    0.3410858966E+01    0.7176852333E-03
    0.1381879444E+02    0.1832384228E+01
    0.1381879444E+02    0.1811914803E+01
    0.1609866285E+02    0.2747373599E-01
    0.1173050230E+01    0.1630523569E-02
    0.1978407095E+01    0.1664335179E-02
    0.4000635175E+01    0.1612855137E-02
    0.1389737016E+02    0.1471765328E+01
    0.1400893433E+02    0.1208325092E+01
    0.1611323631E+02    0.3120388125E-01
    0.1686569151E+01    0.1888612716E-02
    0.1790594790E+01    0.1784075547E-02
    0.4479332165E+01    0.4877111834E-02
    0.1402052389E+02    0.1121927769E+01
    0.1404712828E+02    0.1107249240E+01
    0.1614149239E+02    0.2818541221E-01
    0.1628880854E+01    0.1941371844E-02
    0.1628880854E+01    0.1998939039E-02
    0.4918263260E+01    0.2315249053E-01
    0.1403248178E+02    0.1078462925E+01
    0.1403248178E+02    0.1100640264E+01
    0.1619540470E+02    0.3039843817E-01
    0.1634565483E+01    0.2569281714E-02
    0.2342108099E+01    0.2235354385E-02
    0.5387570544E+01    0.1075251613E+00
    0.1411171494E+02    0.8870521409E+00
    0.1426049153E+02    0.6319589266E+00
    0.1620999724E+02    0.2946682054E-01
    0.2068661101E+01    0.2818253124E-02
    0.2173592398E+01    0.3047676760E-02
    0.5817062684E+01    0.1875846068E+00
    0.1425324853E+02    0.6301912606E+00
    0.1429008605E+02    0.6340050698E+00
    0.1625481248E+02    0.2708406097E-01
    0.2046787445E+01    0.2948032906E-02
    0.2046787445E+01    0.2916353499E-02
    0.6222626329E+01    0.9275549552E-01
